title;regular_price;meta:unit;meta:sqm_per_unit;images;description;short_description;sku;meta:color;meta:length;meta:width;meta:toplayer_height;meta:height;meta:dessin;meta:type;meta:weight_per_sqm;meta:way_of_application;brand;collection;serie;categories;https://test.vloerenraamdecor.nl/import-images/ambiant/description/main_image/description_thumb.jpg
Sentima Beige;29.95;;5.02;;6011.8311.1.9;;8717003411598';Beige;121.9;22.9;0.3;2;;;;;Ambiant;Sentima;;"Vloeren > PVC Vloeren > Ambiant > Sentima; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6011831119/main_image/6011831119_thumb.jpg
Sentima Dark oak;29.95;;5.02;;6011.8310.1.9;;8717003411581';Dark oak;121.9;22.9;0.3;2;;;;;Ambiant;Sentima;;"Vloeren > PVC Vloeren > Ambiant > Sentima; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6011831019/main_image/6011831019_thumb.jpg
Sentima Natural oak;29.95;;5.02;;6011.8313.1.9;;'8717003411611';Natural oak;121.9;22.9;0.3;2;;;;;Ambiant;Sentima;;"Vloeren > PVC Vloeren > Ambiant > Sentima; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6011831319/main_image/6011831319_thumb.jpg
Sentima smoky;29.95;;5.02;;6011.8312.1.9;;'8717003411604';Smoky;121.9;22.9;0.3;2;;;;;Ambiant;Sentima;;"Vloeren > PVC Vloeren > Ambiant > Sentima; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6011831219/main_image/6011831219_thumb.jpg
Venera Beige;29.95;;4.1;;6311.8512.1.9;;'8717003411741';Beige;122.9;23.8;0.3;2;;;;;Ambiant;Venera;;"Vloeren > PVC Vloeren > Ambiant > Venera; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6311851219/main_image/6311851219_thumb.jpg
Venera Dark oak;29.95;;4.1;;6311.8511.1.9;;'8717003411734';Dark oak;122.9;23.8;0.3;2;;;;;Ambiant;Venera;;"Vloeren > PVC Vloeren > Ambiant > Venera; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6311851119/main_image/6311851119_thumb.jpg
Venera Natural oak;29.95;;4.1;;6311.8513.1.9;;'8717003411758';Natural oak;122.9;23.8;0.3;2;;;;;Ambiant;Venera;;"Vloeren > PVC Vloeren > Ambiant > Venera; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6311851319/main_image/6311851319_thumb.jpg
Venera Smoky;29.95;;4.1;;6311.8510.1.9;;'8717003411727';Smoky;122.9;23.8;0.3;2;;;;;Ambiant;Venera;;"Vloeren > PVC Vloeren > Ambiant > Venera; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6311851019/main_image/6311851019_thumb.jpg
Navaro Beige;37.95;;4.46;;6811.7510.1.9;;'8717003412205';Beige;121.9;22.9;0.55;2.5;;;;;Ambiant;Navaro;;"Vloeren > PVC Vloeren > Ambiant > Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6811751019/main_image/6811751019_thumb.jpg
Navaro Dark oak;37.95;;4.46;;6811.7511.1.9;;'8717003412212';Dark oak;121.9;22.9;0.55;2.5;;;;;Ambiant;Navaro;;"Vloeren > PVC Vloeren > Ambiant > Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6811751119/main_image/6811751119_thumb.jpg
Navaro Light oak;37.95;;4.46;;6811.7513.1.9;;'8717003412236';Light oak;121.9;22.9;0.55;2.5;;;;;Ambiant;Navaro;;"Vloeren > PVC Vloeren > Ambiant > Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6811751319/main_image/6811751319_thumb.jpg
Navaro Natural oak;37.95;;4.46;;6811.7512.1.9;;'8717003412229';Natural oak;121.9;22.9;0.55;2.5;;;;;Ambiant;Navaro;;"Vloeren > PVC Vloeren > Ambiant > Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6811751219/main_image/6811751219_thumb.jpg
Sarino Anthracite;37.95;;3.35;;6711.4110.1.9;;'8717003412083';Anthracite;91.4;45.7;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6711411019/main_image/6711411019_thumb.jpg
Sarino Dark grey;37.95;;3.35;;6711.4111.1.9;;'8717003412090';Dark grey;91.4;45.7;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6711411119/main_image/6711411119_thumb.jpg
Sarino Grey;37.95;;3.35;;6711.4113.1.9;;'8717003412113';Grey;91.4;45.7;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6711411319/main_image/6711411319_thumb.jpg
Sarino Light grey;37.95;;3.35;;6711.4112.1.9;;'8717003412106';Light grey;91.4;45.7;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6711411219/main_image/6711411219_thumb.jpg
Sarino Anthracite;37.95;;3.35;;6712.4210.1.9;;'8717003412120';Anthracite;91.4;91.4;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6712421019/main_image/6712421019_thumb.jpg
Sarino Dark grey;37.95;;3.35;;6712.4211.1.9;;'8717003412137';Dark grey;91.4;91.4;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6712421119/main_image/6712421119_thumb.jpg
Sarino Grey;37.95;;3.35;;6712.4213.1.9;;'8717003412151';Grey;91.4;91.4;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6712421319/main_image/6712421319_thumb.jpg
Sarino Light grey;37.95;;3.35;;6712.4212.1.9;;'8717003412144';Light grey;91.4;91.4;0.55;2.5;;;;;Ambiant;Sarino;;"Vloeren > PVC Vloeren > Ambiant > Sarino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6712421219/main_image/6712421219_thumb.jpg
Avanto Beige;39.95;;4.46;;9097.4504.1.9;;'8717003309765';Beige;121.9;22.8;0.55;2.5;;;;;Ambiant;Avanto;;"Vloeren > PVC Vloeren > Ambiant > Avanto; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9097450419/main_image/9097450419_thumb.jpg
Avanto Dark grey;39.95;;4.46;;9097.4506.1.9;;'8717003309789';Dark grey;121.9;22.8;0.55;2.5;;;;;Ambiant;Avanto;;"Vloeren > PVC Vloeren > Ambiant > Avanto; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9097450619/main_image/9097450619_thumb.jpg
Avanto Light grey;39.95;;4.46;;9097.4505.1.9;;'8717003309772';Light grey;121.9;22.8;0.55;2.5;;;;;Ambiant;Avanto;;"Vloeren > PVC Vloeren > Ambiant > Avanto; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9097450519/main_image/9097450519_thumb.jpg
Avanto Natural;39.95;;4.46;;9097.4503.1.9;;'8717003309758';Natural;121.9;22.8;0.55;2.5;;;;;Ambiant;Avanto;;"Vloeren > PVC Vloeren > Ambiant > Avanto; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9097450319/main_image/9097450319_thumb.jpg
Avanto Smoky;39.95;;4.46;;9097.4502.1.9;;'8717003309741';Smoky;121.9;22.8;0.55;2.5;;;;;Ambiant;Avanto;;"Vloeren > PVC Vloeren > Ambiant > Avanto; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9097450219/main_image/9097450219_thumb.jpg
Avanto Warm brown;39.95;;4.46;;9097.4501.1.9;;'8717003309734';Warm brown;121.9;22.8;0.55;2.5;;;;;Ambiant;Avanto;;"Vloeren > PVC Vloeren > Ambiant > Avanto; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9097450119/main_image/9097450119_thumb.jpg
Excellent Naturel;39.95;;3.34;;9075.5115.1.9;;'8717003260387';Naturel;121.9;22.9;0.55;2.5;;;;;Ambiant;Excellent;;"Vloeren > PVC Vloeren > Ambiant > Excellent; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9075511519/main_image/9075511519_thumb.jpg
Excellent Smoky;39.95;;3.34;;9075.5111.1.9;;'8717003260363';Smoky;121.9;22.9;0.55;2.5;;;;;Ambiant;Excellent;;"Vloeren > PVC Vloeren > Ambiant > Excellent; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9075511119/main_image/9075511119_thumb.jpg
Spigato Navaro Beige;39.95;;1.87;;9611.7510.1.9;;'8717003412342';Beige;76.5;15.3;0.55;2.5;;;;;Ambiant;Spigato Navaro;;"Vloeren > PVC Vloeren > Ambiant > Spigato Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9611751019/main_image/9611751019_thumb.jpg
Spigato Navaro Dark oak;39.95;;1.87;;9611.7511.1.9;;'8717003412359';Dark oak;76.5;15.3;0.55;2.5;;;;;Ambiant;Spigato Navaro;;"Vloeren > PVC Vloeren > Ambiant > Spigato Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9611751119/main_image/9611751119_thumb.jpg
Spigato Navaro Light oak;39.95;;1.87;;9611.7513.1.9;;'8717003412373';Light oak;76.5;15.3;0.55;2.5;;;;;Ambiant;Spigato Navaro;;"Vloeren > PVC Vloeren > Ambiant > Spigato Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9611751319/main_image/9611751319_thumb.jpg
Spigato Navaro Natural oak;39.95;;1.87;;9611.7512.1.9;;'8717003412366';Natural oak;76.5;15.3;0.55;2.5;;;;;Ambiant;Spigato Navaro;;"Vloeren > PVC Vloeren > Ambiant > Spigato Navaro; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9611751219/main_image/9611751219_thumb.jpg
Supremo Dark grey;39.95;;3.34;;9098.3619.1.9;;'8717003301394';Dark grey;121.9;22.9;0.55;2.5;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9098361919/main_image/9098361919_thumb.jpg
Supremo Grey;39.95;;3.34;;9098.3686.1.9;;'8717003301424';Grey;121.9;22.9;0.55;2.5;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9098368619/main_image/9098368619_thumb.jpg
Supremo Light grey;39.95;;3.34;;9098.3611.1.9;;'8717003301363';Light grey;121.9;22.9;0.55;2.5;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9098361119/main_image/9098361119_thumb.jpg
Supremo Natural oak;39.95;;3.34;;9098.3685.1.9;;'8717003301417';Natural oak;121.9;22.9;0.55;2.5;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9098368519/main_image/9098368519_thumb.jpg
Baroso Anthracite;42.95;;3.72;;6100.1883.1.9;;'8717003335115';Anthracite;61;61;0.55;2.5;;;;;Ambiant;Baroso;;"Vloeren > PVC Vloeren > Ambiant > Baroso; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6100188319/main_image/6100188319_thumb.jpg
Baroso Grey;42.95;;3.72;;6100.1881.1.9;;'8717003335092';Grey;61;61;0.55;2.5;;;;;Ambiant;Baroso;;"Vloeren > PVC Vloeren > Ambiant > Baroso; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6100188119/main_image/6100188119_thumb.jpg
Baroso Light grey;42.95;;3.72;;6100.1880.1.9;;'8717003335085';Light grey;61;61;0.55;2.5;;;;;Ambiant;Baroso;;"Vloeren > PVC Vloeren > Ambiant > Baroso; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6100188019/main_image/6100188019_thumb.jpg
Baroso Taupe;42.95;;3.72;;6100.1882.1.9;;'8717003335108';Taupe;61;61;0.55;2.5;;;;;Ambiant;Baroso;;"Vloeren > PVC Vloeren > Ambiant > Baroso; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6100188219/main_image/6100188219_thumb.jpg
Ceramo Anthracite;42.95;;5.2;;6088.5213.1.9;;'8717003327431';Anthracite;61;61;0.55;2.5;;;;;Ambiant;Ceramo;;"Vloeren > PVC Vloeren > Ambiant > Ceramo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6088521319/main_image/6088521319_thumb.jpg
Ceramo Beige;42.95;;5.2;;6088.5210.1.9;;'8717003327400';Beige;61;61;0.55;2.5;;;;;Ambiant;Ceramo;;"Vloeren > PVC Vloeren > Ambiant > Ceramo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6088521019/main_image/6088521019_thumb.jpg
Ceramo Grey;42.95;;5.2;;6088.5212.1.9;;'8717003327424';Grey;61;61;0.55;2.5;;;;;Ambiant;Ceramo;;"Vloeren > PVC Vloeren > Ambiant > Ceramo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6088521219/main_image/6088521219_thumb.jpg
Ceramo Light grey;42.95;;5.2;;6088.5211.1.9;;'8717003327417';Light grey;61;61;0.55;2.5;;;;;Ambiant;Ceramo;;"Vloeren > PVC Vloeren > Ambiant > Ceramo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6088521119/main_image/6088521119_thumb.jpg
Concrete Anthracite;42.95;;3.34;;9082.1119.1.9;;'8717003282372';Anthracite;91.4;45.7;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9082111919/main_image/9082111919_thumb.jpg
Concrete Blue grey;42.95;;3.34;;9082.1117.1.9;;'8717003282396';Blue grey;91.4;45.7;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9082111719/main_image/9082111719_thumb.jpg
Concrete Mid grey;42.95;;3.34;;9082.1118.1.9;;'8717003282389';Mid grey;91.4;45.7;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9082111819/main_image/9082111819_thumb.jpg
Concrete Off grey;42.95;;3.34;;9082.1116.1.9;;'8717003282402';Off grey;91.4;45.7;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9082111619/main_image/9082111619_thumb.jpg
Concrete Anthracite;42.95;;5.02;;9088.2119.1.9;;'8717003284703';Anthracite;91.4;91.4;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9088211919/main_image/9088211919_thumb.jpg
Concrete Blue grey;42.95;;5.02;;9088.2117.1.9;;'8717003284826';Blue grey;91.4;91.4;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9088211719/main_image/9088211719_thumb.jpg
Concrete Mid grey;42.95;;5.02;;9088.2118.1.9;;'8717003284819';Mid grey;91.4;91.4;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9088211819/main_image/9088211819_thumb.jpg
Concrete Off grey;42.95;;5.02;;9088.2116.1.9;;'8717003284833';Off grey;91.4;91.4;0.55;2.5;;;;;Ambiant;Concrete;;"Vloeren > PVC Vloeren > Ambiant > Concrete; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9088211619/main_image/9088211619_thumb.jpg
Essenzo Dark oak;42.95;;3.62;;9099.1904.1.9;;'8717003301455';Dark oak;152;23.8;0.55;2.5;;;;;Ambiant;Essenzo;;"Vloeren > PVC Vloeren > Ambiant > Essenzo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9099190419/main_image/9099190419_thumb.jpg
Essenzo Light grey;42.95;;3.62;;9099.1913.1.9;;'8717003301486';Light grey;152;23.8;0.55;2.5;;;;;Ambiant;Essenzo;;"Vloeren > PVC Vloeren > Ambiant > Essenzo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9099191319/main_image/9099191319_thumb.jpg
Essenzo Light oak;42.95;;3.62;;9099.1911.1.9;;'8717003301462';Light oak;152;23.8;0.55;2.5;;;;;Ambiant;Essenzo;;"Vloeren > PVC Vloeren > Ambiant > Essenzo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9099191119/main_image/9099191119_thumb.jpg
Essenzo Smoky;42.95;;3.62;;9099.1905.1.9;;'8717003301479';Smoky;152;23.8;0.55;2.5;;;;;Ambiant;Essenzo;;"Vloeren > PVC Vloeren > Ambiant > Essenzo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/9099190519/main_image/9099190519_thumb.jpg
Estino Beige;42.95;;3.618;;6511.1613.1.9;;'8717003411956';Beige;152;23.8;0.55;2.5;;;;;Ambiant;Estino;;"Vloeren > PVC Vloeren > Ambiant > Estino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6511161319/main_image/6511161319_thumb.jpg
Estino Dark oak;42.95;;3.618;;6511.1611.1.9;;'8717003411932';Dark oak;152;23.8;0.55;2.5;;;;;Ambiant;Estino;;"Vloeren > PVC Vloeren > Ambiant > Estino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6511161119/main_image/6511161119_thumb.jpg
Estino Natural oak;42.95;;3.618;;6511.1610.1.9;;'8717003411925';Natural oak;152;23.8;0.55;2.5;;;;;Ambiant;Estino;;"Vloeren > PVC Vloeren > Ambiant > Estino; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6511161019/main_image/6511161019_thumb.jpg
